nome,matrícula,curso
Pedro,MAT2408,Engenharia
João,MAT5746,Medicina
Gabriel,MAT8247,Ciências da Computação
João,MAT3398,Engenharia
Carlos,MAT6182,Medicina
Julia,MAT5349,Administração
João,MAT8636,Administração
Maria,MAT7826,Ciências da Computação
Pedro,MAT2826,Administração
Pedro,MAT3473,Ciências da Computação
Fernanda,MAT9966,Administração
João,MAT7628,Administração
Lucia,MAT5717,Economia
Gabriel,MAT2576,Engenharia
Gabriel,MAT3990,Economia
Fernanda,MAT5635,Administração
Maria,MAT6839,Medicina
Julia,MAT5754,Economia
João,MAT7394,Engenharia
Julia,MAT6067,Economia
Lucia,MAT5117,Engenharia
Gabriel,MAT5486,Economia
Gabriel,MAT8478,Administração
Ana,MAT5254,Engenharia
Carlos,MAT4119,Ciências da Computação
Pedro,MAT9104,Ciências da Computação
Fernanda,MAT3306,Medicina
João,MAT3684,Administração
Pedro,MAT7977,Economia
Julia,MAT2868,Ciências da Computação
Lucia,MAT8722,Ciências da Computação
Rafael,MAT1004,Medicina
Julia,MAT4694,Ciências da Computação
Rafael,MAT5511,Engenharia
Maria,MAT7065,Medicina
João,MAT8720,Economia
Lucia,MAT9184,Medicina
Julia,MAT8876,Engenharia
Gabriel,MAT8329,Engenharia
Gabriel,MAT9550,Administração
João,MAT8718,Administração
Carlos,MAT2020,Medicina
Gabriel,MAT1601,Engenharia
Pedro,MAT3783,Engenharia
Julia,MAT6155,Economia
Fernanda,MAT1922,Ciências da Computação
Lucia,MAT9189,Engenharia
Fernanda,MAT3872,Medicina
Gabriel,MAT1706,Economia
Julia,MAT8649,Engenharia
Ana,MAT9050,Economia
Julia,MAT2013,Ciências da Computação
Pedro,MAT9931,Administração
Rafael,MAT1089,Engenharia
João,MAT9580,Engenharia
Lucia,MAT1102,Economia
Fernanda,MAT3567,Administração
Gabriel,MAT3672,Economia
João,MAT8803,Ciências da Computação
Fernanda,MAT8706,Economia
João,MAT2038,Economia
Fernanda,MAT1694,Administração
Rafael,MAT1102,Ciências da Computação
Lucia,MAT4497,Medicina
Gabriel,MAT8559,Economia
Julia,MAT6795,Administração
Ana,MAT1680,Administração
Pedro,MAT3440,Engenharia
Lucia,MAT7035,Economia
Gabriel,MAT5220,Economia
Pedro,MAT8706,Medicina
Lucia,MAT7466,Administração
Carlos,MAT7422,Economia
Lucia,MAT6477,Engenharia
Maria,MAT7798,Economia
Pedro,MAT7058,Ciências da Computação
Pedro,MAT2657,Ciências da Computação
Lucia,MAT2767,Medicina
Ana,MAT8217,Economia
Gabriel,MAT5735,Administração
João,MAT5517,Engenharia
Maria,MAT3978,Engenharia
Gabriel,MAT1253,Ciências da Computação
Fernanda,MAT4121,Engenharia
Rafael,MAT4353,Ciências da Computação
Julia,MAT5083,Economia
Julia,MAT6873,Medicina
Lucia,MAT2804,Economia
Maria,MAT8997,Ciências da Computação
Ana,MAT3236,Economia
Gabriel,MAT6010,Economia
João,MAT7530,Medicina
Rafael,MAT7919,Economia
Pedro,MAT8212,Economia
Rafael,MAT4458,Medicina
Fernanda,MAT4895,Ciências da Computação
Carlos,MAT1289,Ciências da Computação
Ana,MAT6279,Ciências da Computação
Ana,MAT3510,Engenharia
Carlos,MAT4164,Ciências da Computação
Carlos,MAT3748,Administração
Ana,MAT2889,Medicina
Ana,MAT5275,Engenharia
Lucia,MAT8620,Administração
Pedro,MAT9214,Ciências da Computação
Fernanda,MAT1960,Economia
Ana,MAT2456,Engenharia
Ana,MAT3900,Engenharia
João,MAT9776,Administração
Gabriel,MAT8914,Engenharia
Carlos,MAT2148,Engenharia
Fernanda,MAT7966,Administração
Fernanda,MAT3844,Economia
João,MAT2225,Ciências da Computação
João,MAT7010,Administração
Gabriel,MAT1331,Medicina
Maria,MAT5405,Engenharia
Rafael,MAT6848,Administração
João,MAT9106,Economia
Gabriel,MAT5648,Engenharia
Maria,MAT3932,Medicina
Carlos,MAT1050,Ciências da Computação
Lucia,MAT6525,Ciências da Computação
João,MAT3201,Economia
Fernanda,MAT7032,Engenharia
Julia,MAT2525,Ciências da Computação
Fernanda,MAT8987,Administração
Rafael,MAT5355,Administração
João,MAT5012,Ciências da Computação
Gabriel,MAT5958,Administração
Ana,MAT4982,Administração
João,MAT1553,Ciências da Computação
Lucia,MAT1448,Medicina
Ana,MAT5927,Administração
Lucia,MAT8092,Medicina
Gabriel,MAT1638,Engenharia
Carlos,MAT2778,Administração
Lucia,MAT5517,Administração
Carlos,MAT5303,Administração
Rafael,MAT4759,Engenharia
Rafael,MAT9105,Administração
Ana,MAT7475,Medicina
Julia,MAT5474,Engenharia
Pedro,MAT1326,Economia
Julia,MAT7964,Ciências da Computação
Maria,MAT7172,Ciências da Computação
João,MAT4495,Administração
Maria,MAT4408,Ciências da Computação
Fernanda,MAT1096,Administração
Julia,MAT5466,Medicina
Fernanda,MAT6668,Engenharia
João,MAT8303,Economia
Maria,MAT8967,Medicina
Gabriel,MAT7586,Medicina
Julia,MAT7378,Medicina
Julia,MAT6014,Economia
Julia,MAT3219,Ciências da Computação
Ana,MAT8081,Engenharia
Maria,MAT3667,Engenharia
Maria,MAT9860,Ciências da Computação
Julia,MAT9980,Administração
Lucia,MAT2109,Economia
Ana,MAT8880,Medicina
Carlos,MAT7029,Engenharia
Maria,MAT2919,Administração
Lucia,MAT4628,Medicina
Rafael,MAT5127,Engenharia
Julia,MAT1021,Engenharia
Lucia,MAT1622,Ciências da Computação
Carlos,MAT5897,Economia
Gabriel,MAT2307,Engenharia
Pedro,MAT3599,Economia
Rafael,MAT8241,Administração
Maria,MAT4331,Administração
Maria,MAT7954,Ciências da Computação
Pedro,MAT2949,Ciências da Computação
Rafael,MAT6718,Economia
Maria,MAT5766,Engenharia
Rafael,MAT9757,Medicina
Gabriel,MAT6920,Ciências da Computação
Rafael,MAT2348,Administração
Rafael,MAT6474,Administração
Rafael,MAT3979,Economia
Lucia,MAT9250,Engenharia
Rafael,MAT5341,Engenharia
João,MAT9454,Engenharia
Ana,MAT1941,Administração
Julia,MAT2541,Economia
Lucia,MAT9870,Medicina
Fernanda,MAT7028,Economia
Rafael,MAT7262,Economia
Ana,MAT3462,Medicina
Julia,MAT4023,Medicina
Gabriel,MAT9294,Medicina
Julia,MAT9801,Ciências da Computação
Carlos,MAT9251,Engenharia
Rafael,MAT9058,Engenharia
Pedro,MAT9720,Economia
Fernanda,MAT1249,Administração
João,MAT4736,Ciências da Computação
Gabriel,MAT7145,Economia
Gabriel,MAT3636,Administração
Maria,MAT3997,Medicina
Gabriel,MAT5523,Administração
João,MAT3926,Medicina
João,MAT9299,Medicina
Gabriel,MAT5913,Ciências da Computação
Julia,MAT3572,Medicina
Ana,MAT3551,Medicina
Carlos,MAT8903,Economia
Fernanda,MAT6929,Engenharia
Rafael,MAT4506,Ciências da Computação
Gabriel,MAT7357,Administração
João,MAT3823,Engenharia
Lucia,MAT4250,Economia
Fernanda,MAT3711,Economia
Lucia,MAT8724,Ciências da Computação
Julia,MAT3389,Engenharia
Maria,MAT7908,Ciências da Computação
Ana,MAT4482,Ciências da Computação
Pedro,MAT7831,Economia
Maria,MAT3602,Economia
Carlos,MAT8461,Administração
Ana,MAT9950,Ciências da Computação
Lucia,MAT3555,Ciências da Computação
Maria,MAT2026,Engenharia
Rafael,MAT9525,Engenharia
Maria,MAT4149,Economia
Lucia,MAT3673,Engenharia
Pedro,MAT9778,Medicina
Maria,MAT8411,Medicina
João,MAT8836,Medicina
Gabriel,MAT7466,Medicina
Gabriel,MAT5192,Ciências da Computação
Maria,MAT9178,Medicina
Fernanda,MAT1973,Engenharia
Lucia,MAT8735,Ciências da Computação
Gabriel,MAT2491,Economia
Gabriel,MAT6333,Ciências da Computação
Pedro,MAT3002,Economia
Julia,MAT3055,Medicina
Maria,MAT8316,Economia
Lucia,MAT9450,Economia
João,MAT3094,Ciências da Computação
João,MAT5610,Ciências da Computação
Pedro,MAT3920,Ciências da Computação
João,MAT3232,Engenharia
Carlos,MAT4651,Medicina
Pedro,MAT9711,Ciências da Computação
Lucia,MAT2538,Ciências da Computação
Julia,MAT9793,Engenharia
Maria,MAT9665,Ciências da Computação
Ana,MAT7842,Administração
Ana,MAT2719,Medicina
Carlos,MAT4056,Engenharia
Rafael,MAT2594,Economia
Pedro,MAT6456,Economia
Gabriel,MAT2359,Ciências da Computação
Pedro,MAT8883,Ciências da Computação
Lucia,MAT2916,Economia
João,MAT1703,Engenharia
Gabriel,MAT3184,Ciências da Computação
Maria,MAT7476,Economia
Pedro,MAT2075,Engenharia
Gabriel,MAT1423,Medicina
Carlos,MAT4175,Administração
Fernanda,MAT4824,Economia
Pedro,MAT2307,Economia
Ana,MAT1295,Ciências da Computação
Rafael,MAT1750,Engenharia
Carlos,MAT1790,Administração
Fernanda,MAT8745,Administração
Maria,MAT3925,Economia
Gabriel,MAT1912,Economia
Lucia,MAT4202,Economia
Julia,MAT2769,Medicina
Ana,MAT7281,Ciências da Computação
Carlos,MAT1542,Ciências da Computação
Pedro,MAT5078,Administração
João,MAT3171,Administração
Gabriel,MAT3689,Economia
Julia,MAT1773,Ciências da Computação
Carlos,MAT2407,Engenharia
Julia,MAT7006,Medicina
Fernanda,MAT2594,Administração
Rafael,MAT1977,Ciências da Computação
Julia,MAT5057,Economia
Lucia,MAT8888,Ciências da Computação
Maria,MAT4493,Medicina
Gabriel,MAT5192,Engenharia
Julia,MAT1478,Economia
Ana,MAT3139,Economia
João,MAT5953,Administração
Maria,MAT9601,Medicina
Ana,MAT2549,Economia
João,MAT3179,Ciências da Computação
Pedro,MAT5901,Economia
Rafael,MAT1263,Administração
Pedro,MAT9408,Engenharia
Ana,MAT1760,Medicina
João,MAT7813,Economia
João,MAT8534,Medicina
Maria,MAT5434,Administração
Julia,MAT8890,Ciências da Computação
João,MAT4349,Administração
Maria,MAT5879,Medicina
João,MAT6473,Ciências da Computação
Pedro,MAT6428,Medicina
Fernanda,MAT9731,Engenharia
Lucia,MAT6208,Administração
Lucia,MAT6455,Engenharia
Lucia,MAT3321,Engenharia
Carlos,MAT8869,Administração
João,MAT9777,Medicina
Pedro,MAT7098,Administração
Maria,MAT3116,Administração
Fernanda,MAT7340,Medicina
Lucia,MAT3082,Engenharia
Carlos,MAT5280,Ciências da Computação
Rafael,MAT2313,Engenharia
Ana,MAT7819,Administração
Lucia,MAT8916,Engenharia
Pedro,MAT6807,Medicina
Gabriel,MAT7574,Engenharia
Julia,MAT9339,Economia
Gabriel,MAT9478,Economia
Maria,MAT3629,Engenharia
Gabriel,MAT6499,Medicina
Ana,MAT1665,Administração
Lucia,MAT7521,Engenharia
Maria,MAT2472,Engenharia
Fernanda,MAT8470,Economia
Pedro,MAT7549,Administração
Maria,MAT8519,Ciências da Computação
Fernanda,MAT9610,Ciências da Computação
Lucia,MAT6140,Medicina
João,MAT8161,Ciências da Computação
Maria,MAT2516,Economia
Carlos,MAT4171,Economia
Rafael,MAT3575,Medicina
Gabriel,MAT5783,Ciências da Computação
Ana,MAT3928,Engenharia
Lucia,MAT8474,Ciências da Computação
Pedro,MAT9495,Engenharia
Lucia,MAT8005,Engenharia
Carlos,MAT8071,Medicina
Carlos,MAT9877,Administração
Rafael,MAT7883,Medicina
Ana,MAT3024,Economia
Gabriel,MAT9404,Engenharia
Carlos,MAT2872,Ciências da Computação
João,MAT4171,Engenharia
Carlos,MAT8292,Economia
Maria,MAT7531,Economia
Fernanda,MAT9834,Economia
Carlos,MAT3721,Administração
Pedro,MAT3625,Ciências da Computação
Julia,MAT5018,Administração
Ana,MAT7908,Engenharia
Lucia,MAT4174,Medicina
Julia,MAT5047,Ciências da Computação
Julia,MAT4851,Administração
Julia,MAT5699,Economia
Maria,MAT9248,Ciências da Computação
Lucia,MAT3237,Medicina
Maria,MAT7346,Medicina
Carlos,MAT1924,Economia
João,MAT4773,Administração
João,MAT8502,Ciências da Computação
Pedro,MAT6586,Engenharia
João,MAT1038,Medicina
Rafael,MAT8065,Administração
Julia,MAT9816,Administração
Carlos,MAT3104,Ciências da Computação
Rafael,MAT1355,Administração
Carlos,MAT4278,Engenharia
Lucia,MAT1560,Engenharia
Julia,MAT3682,Medicina
Fernanda,MAT4513,Medicina
Fernanda,MAT5958,Economia
Ana,MAT4007,Ciências da Computação
Maria,MAT7835,Engenharia
Ana,MAT3052,Administração
Ana,MAT3443,Medicina
Gabriel,MAT1331,Administração
Lucia,MAT7002,Economia
Pedro,MAT7877,Economia
Lucia,MAT2142,Medicina
Maria,MAT4754,Ciências da Computação
Julia,MAT4385,Medicina
Ana,MAT6963,Medicina
João,MAT7177,Engenharia
Lucia,MAT6172,Engenharia
Pedro,MAT2011,Medicina
Lucia,MAT2078,Ciências da Computação
Fernanda,MAT2635,Medicina
Lucia,MAT5708,Engenharia
Julia,MAT4123,Administração
João,MAT5350,Medicina
Rafael,MAT7555,Economia
Julia,MAT9079,Engenharia
Carlos,MAT1434,Economia
Ana,MAT9442,Engenharia
Julia,MAT1713,Ciências da Computação
Maria,MAT2004,Engenharia
Carlos,MAT4870,Economia
Lucia,MAT1068,Engenharia
Pedro,MAT5624,Engenharia
Julia,MAT3949,Economia
Gabriel,MAT1377,Ciências da Computação
Pedro,MAT7962,Administração
Pedro,MAT2950,Administração
Pedro,MAT2226,Ciências da Computação
João,MAT3683,Medicina
Rafael,MAT2241,Ciências da Computação
Ana,MAT7746,Medicina
Julia,MAT7820,Administração
Maria,MAT7950,Ciências da Computação
Rafael,MAT2474,Engenharia
Gabriel,MAT5839,Ciências da Computação
Ana,MAT8009,Ciências da Computação
Rafael,MAT7623,Economia
Pedro,MAT3228,Economia
Maria,MAT3203,Engenharia
Maria,MAT5140,Economia
Maria,MAT2933,Engenharia
Carlos,MAT7433,Administração
Lucia,MAT7060,Economia
Lucia,MAT1647,Ciências da Computação
Ana,MAT1316,Administração
Lucia,MAT9336,Ciências da Computação
Pedro,MAT2106,Economia
Rafael,MAT4984,Medicina
Pedro,MAT8963,Administração
Pedro,MAT8256,Engenharia
João,MAT8028,Medicina
Pedro,MAT6958,Economia
Lucia,MAT8376,Administração
Lucia,MAT1757,Administração
Pedro,MAT3161,Administração
Ana,MAT8419,Engenharia
Carlos,MAT2108,Medicina
Pedro,MAT7681,Ciências da Computação
Ana,MAT3156,Economia
Rafael,MAT5270,Ciências da Computação
Julia,MAT2346,Ciências da Computação
Gabriel,MAT9405,Economia
Maria,MAT8923,Engenharia
Maria,MAT2954,Administração
Pedro,MAT9063,Administração
Carlos,MAT2499,Engenharia
Pedro,MAT6153,Medicina
Maria,MAT2303,Economia
João,MAT1384,Engenharia
Lucia,MAT7434,Engenharia
Ana,MAT6722,Medicina
Gabriel,MAT6580,Engenharia
Julia,MAT6464,Economia
Maria,MAT4890,Medicina
Rafael,MAT4267,Medicina
Carlos,MAT2769,Administração
Ana,MAT9196,Engenharia
Maria,MAT2471,Economia
Pedro,MAT4843,Administração
Lucia,MAT2163,Engenharia
Lucia,MAT2100,Engenharia
Rafael,MAT8822,Administração
Maria,MAT6381,Ciências da Computação
Carlos,MAT1862,Administração
Maria,MAT5560,Medicina
Rafael,MAT1561,Administração
Ana,MAT4772,Economia
Julia,MAT7811,Engenharia
Rafael,MAT3907,Medicina
Maria,MAT3392,Administração
Julia,MAT7328,Administração
Julia,MAT1599,Administração
Rafael,MAT1134,Engenharia
Julia,MAT1339,Economia
Maria,MAT1700,Engenharia
Fernanda,MAT4347,Engenharia
Pedro,MAT6047,Administração
Rafael,MAT7402,Economia
Rafael,MAT3210,Ciências da Computação
Carlos,MAT6169,Engenharia
Lucia,MAT7710,Medicina
Julia,MAT5517,Engenharia
Rafael,MAT2534,Ciências da Computação
Gabriel,MAT9513,Economia
Pedro,MAT8694,Administração
João,MAT8298,Economia
Gabriel,MAT5513,Economia
Pedro,MAT7840,Economia
Lucia,MAT2873,Medicina
Ana,MAT3851,Administração
João,MAT7941,Administração
Maria,MAT4701,Economia
Carlos,MAT6000,Medicina
Maria,MAT9346,Engenharia
Maria,MAT1043,Medicina
Julia,MAT9749,Medicina
Gabriel,MAT9118,Medicina
Ana,MAT1207,Medicina
Pedro,MAT1513,Medicina
Lucia,MAT7813,Medicina
Pedro,MAT7526,Medicina
Ana,MAT7262,Administração
João,MAT6437,Economia
Rafael,MAT5977,Ciências da Computação
Pedro,MAT3549,Administração
Rafael,MAT3060,Ciências da Computação
Ana,MAT8805,Ciências da Computação
Julia,MAT6279,Economia
Carlos,MAT4005,Medicina
Ana,MAT2483,Engenharia
Carlos,MAT6200,Engenharia
Gabriel,MAT8723,Engenharia
Fernanda,MAT1321,Engenharia
João,MAT2057,Administração
Pedro,MAT5915,Ciências da Computação
Fernanda,MAT5202,Administração
Pedro,MAT5889,Economia
João,MAT2756,Medicina
Fernanda,MAT7314,Economia
Carlos,MAT6170,Economia
Maria,MAT6479,Administração
Rafael,MAT8426,Administração
Gabriel,MAT2027,Administração
Pedro,MAT6909,Ciências da Computação
Pedro,MAT9554,Ciências da Computação
Julia,MAT3264,Ciências da Computação
Lucia,MAT4773,Ciências da Computação
João,MAT2642,Medicina
Lucia,MAT2772,Economia
Pedro,MAT3383,Economia
Ana,MAT1518,Administração
João,MAT4111,Economia
Fernanda,MAT7655,Economia
Fernanda,MAT3946,Medicina
Pedro,MAT6572,Ciências da Computação
Maria,MAT9365,Administração
Carlos,MAT5297,Ciências da Computação
Carlos,MAT8389,Ciências da Computação
Ana,MAT8900,Economia
Rafael,MAT8074,Administração
Julia,MAT8440,Engenharia
Rafael,MAT8647,Ciências da Computação
Carlos,MAT2987,Medicina
Rafael,MAT6385,Engenharia
Pedro,MAT7255,Economia
Maria,MAT8510,Economia
Fernanda,MAT9528,Administração
Julia,MAT1044,Economia
Rafael,MAT9172,Ciências da Computação
João,MAT4617,Medicina
Carlos,MAT1481,Engenharia
Ana,MAT8743,Administração
Pedro,MAT8177,Engenharia
Julia,MAT5114,Economia
Ana,MAT4574,Economia
João,MAT6233,Administração
Julia,MAT9533,Ciências da Computação
Ana,MAT2154,Administração
Julia,MAT1116,Medicina
Carlos,MAT5998,Administração
Fernanda,MAT8063,Ciências da Computação
João,MAT6560,Engenharia
Ana,MAT9154,Ciências da Computação
Rafael,MAT3006,Administração
Lucia,MAT9735,Economia
Pedro,MAT6368,Economia
Carlos,MAT5768,Administração
Ana,MAT2420,Administração
Fernanda,MAT2840,Engenharia
Rafael,MAT8023,Engenharia
Julia,MAT7134,Medicina
Lucia,MAT3506,Ciências da Computação
Fernanda,MAT6996,Engenharia
Carlos,MAT2641,Engenharia
Maria,MAT2979,Medicina
Maria,MAT5753,Ciências da Computação
Ana,MAT1167,Medicina
Carlos,MAT4334,Engenharia
Gabriel,MAT4819,Economia
Lucia,MAT5732,Medicina
João,MAT1424,Administração
Carlos,MAT2318,Medicina
Carlos,MAT5329,Ciências da Computação
Pedro,MAT1282,Ciências da Computação
Fernanda,MAT6310,Economia
Rafael,MAT7476,Ciências da Computação
Carlos,MAT3035,Medicina
João,MAT7055,Economia
Pedro,MAT6924,Ciências da Computação
Fernanda,MAT3152,Medicina
Rafael,MAT1256,Medicina
Pedro,MAT4188,Engenharia
Fernanda,MAT2281,Economia
Carlos,MAT7467,Engenharia
Carlos,MAT2190,Medicina
Fernanda,MAT1001,Ciências da Computação
Ana,MAT3674,Administração
Julia,MAT4466,Administração
Julia,MAT7155,Ciências da Computação
Carlos,MAT2740,Engenharia
Maria,MAT2063,Economia
Fernanda,MAT7533,Economia
Rafael,MAT2000,Engenharia
Maria,MAT8530,Administração
Rafael,MAT9791,Economia
Carlos,MAT2452,Economia
Rafael,MAT6851,Administração
Ana,MAT7441,Economia
Maria,MAT5808,Ciências da Computação
Carlos,MAT1231,Medicina
Ana,MAT1499,Medicina
Fernanda,MAT4025,Engenharia
Pedro,MAT8307,Medicina
Carlos,MAT7372,Ciências da Computação
Fernanda,MAT4954,Administração
Julia,MAT7410,Administração
Rafael,MAT3568,Ciências da Computação
Gabriel,MAT6870,Engenharia
Gabriel,MAT1091,Medicina
Pedro,MAT5097,Economia
João,MAT1548,Administração
João,MAT6306,Engenharia
Gabriel,MAT4680,Medicina
Lucia,MAT6013,Ciências da Computação
Maria,MAT3980,Ciências da Computação
Gabriel,MAT1074,Administração
Fernanda,MAT8472,Economia
Ana,MAT5193,Engenharia
Rafael,MAT9433,Ciências da Computação
João,MAT1361,Ciências da Computação
Gabriel,MAT3353,Administração
Lucia,MAT4461,Economia
Fernanda,MAT8672,Administração
Julia,MAT1570,Ciências da Computação
Rafael,MAT8704,Engenharia
Carlos,MAT3598,Ciências da Computação
Carlos,MAT3626,Economia
Ana,MAT8195,Engenharia
Fernanda,MAT5110,Engenharia
Ana,MAT9032,Ciências da Computação
Gabriel,MAT4853,Administração
Carlos,MAT3397,Administração
Fernanda,MAT4575,Medicina
Maria,MAT3250,Economia
Carlos,MAT5058,Economia
Pedro,MAT9253,Ciências da Computação
Carlos,MAT2119,Economia
Rafael,MAT2653,Economia
Ana,MAT6276,Administração
Maria,MAT1326,Administração
Gabriel,MAT6670,Ciências da Computação
Gabriel,MAT5745,Medicina
Ana,MAT1082,Administração
Julia,MAT8256,Medicina
Fernanda,MAT7384,Administração
Rafael,MAT1630,Ciências da Computação
Rafael,MAT1216,Ciências da Computação
Julia,MAT2343,Economia
Maria,MAT6248,Administração
Ana,MAT3727,Economia
Carlos,MAT8980,Administração
Fernanda,MAT9252,Ciências da Computação
Lucia,MAT4790,Economia
Rafael,MAT4345,Engenharia
Fernanda,MAT5713,Engenharia
Julia,MAT6449,Medicina
Lucia,MAT4298,Economia
Julia,MAT2481,Ciências da Computação
Rafael,MAT3517,Ciências da Computação
Gabriel,MAT6770,Engenharia
Pedro,MAT1526,Administração
Fernanda,MAT3861,Engenharia
Carlos,MAT4470,Administração
Pedro,MAT7105,Ciências da Computação
Lucia,MAT5914,Administração
Ana,MAT7843,Medicina
Julia,MAT5708,Economia
Carlos,MAT4785,Administração
João,MAT6591,Economia
João,MAT4285,Medicina
Gabriel,MAT7471,Economia
Ana,MAT5153,Ciências da Computação
Lucia,MAT6143,Administração
João,MAT7379,Medicina
Gabriel,MAT4871,Engenharia
Julia,MAT3079,Medicina
Fernanda,MAT6861,Economia
João,MAT7202,Engenharia
João,MAT8808,Medicina
Fernanda,MAT1920,Economia
Julia,MAT9628,Administração
Julia,MAT2571,Administração
Maria,MAT8810,Administração
João,MAT4050,Administração
Rafael,MAT1034,Engenharia
Carlos,MAT5412,Economia
Gabriel,MAT6373,Ciências da Computação
Rafael,MAT6492,Economia
Lucia,MAT5942,Administração
Gabriel,MAT1614,Ciências da Computação
Carlos,MAT8301,Medicina
João,MAT7465,Medicina
João,MAT7018,Engenharia
Rafael,MAT3849,Economia
Gabriel,MAT5553,Administração
Carlos,MAT6969,Ciências da Computação
Rafael,MAT1261,Engenharia
Rafael,MAT6948,Medicina
Lucia,MAT4060,Engenharia
João,MAT1454,Medicina
Maria,MAT4258,Engenharia
João,MAT4346,Engenharia
Ana,MAT7499,Economia
Gabriel,MAT4571,Medicina
Ana,MAT6081,Medicina
João,MAT1678,Engenharia
Julia,MAT6885,Engenharia
Lucia,MAT7430,Engenharia
Gabriel,MAT2855,Economia
Lucia,MAT4085,Medicina
Gabriel,MAT5019,Engenharia
Lucia,MAT6778,Engenharia
Lucia,MAT5696,Administração
Julia,MAT5819,Engenharia
Ana,MAT6902,Engenharia
Maria,MAT6245,Economia
Ana,MAT8249,Economia
Pedro,MAT3555,Engenharia
Fernanda,MAT4050,Economia
Gabriel,MAT5327,Engenharia
Pedro,MAT5759,Ciências da Computação
Pedro,MAT8380,Administração
Gabriel,MAT2036,Ciências da Computação
Julia,MAT7620,Economia
João,MAT1200,Economia
Maria,MAT5296,Ciências da Computação
Rafael,MAT6065,Medicina
João,MAT4952,Economia
Carlos,MAT1482,Ciências da Computação
Rafael,MAT4023,Administração
Carlos,MAT4211,Ciências da Computação
Rafael,MAT8159,Economia
Lucia,MAT6153,Economia
Ana,MAT4717,Ciências da Computação
Gabriel,MAT7201,Medicina
Lucia,MAT6600,Medicina
Lucia,MAT6334,Engenharia
Rafael,MAT3862,Administração
Gabriel,MAT5330,Administração
Maria,MAT4311,Engenharia
Fernanda,MAT1023,Medicina
Ana,MAT4138,Medicina
Rafael,MAT9206,Economia
Ana,MAT7661,Administração
Pedro,MAT4533,Economia
Julia,MAT9413,Medicina
Rafael,MAT4701,Medicina
Julia,MAT3472,Administração
Lucia,MAT4905,Engenharia
Ana,MAT8698,Engenharia
Maria,MAT8634,Administração
Pedro,MAT1993,Administração
Fernanda,MAT4696,Engenharia
Maria,MAT8568,Ciências da Computação
Ana,MAT2706,Administração
Julia,MAT9969,Engenharia
Fernanda,MAT7663,Ciências da Computação
João,MAT6287,Medicina
Lucia,MAT7195,Ciências da Computação
Julia,MAT4700,Engenharia
Lucia,MAT8841,Ciências da Computação
Maria,MAT1764,Economia
Gabriel,MAT7513,Medicina
Ana,MAT6143,Administração
Julia,MAT4539,Economia
Rafael,MAT1723,Administração
Gabriel,MAT8000,Administração
Carlos,MAT7499,Economia
Lucia,MAT2665,Economia
Carlos,MAT8453,Economia
Maria,MAT3771,Ciências da Computação
Fernanda,MAT2625,Administração
João,MAT6377,Economia
João,MAT5280,Ciências da Computação
Pedro,MAT2583,Medicina
Gabriel,MAT8395,Administração
João,MAT2317,Medicina
Rafael,MAT9734,Ciências da Computação
João,MAT4928,Administração
Ana,MAT3340,Economia
Carlos,MAT8584,Administração
Pedro,MAT1852,Administração
Maria,MAT2650,Engenharia
Rafael,MAT2841,Engenharia
Ana,MAT1868,Engenharia
Rafael,MAT6485,Engenharia
Gabriel,MAT1035,Administração
João,MAT9424,Administração
Pedro,MAT8009,Administração
Carlos,MAT1976,Economia
Carlos,MAT7974,Economia
Lucia,MAT5015,Ciências da Computação
Fernanda,MAT5385,Ciências da Computação
João,MAT4648,Medicina
Rafael,MAT6366,Engenharia
Rafael,MAT5410,Economia
Carlos,MAT4332,Ciências da Computação
Maria,MAT5400,Medicina
Lucia,MAT5304,Engenharia
Maria,MAT8376,Economia
Gabriel,MAT7491,Economia
Pedro,MAT3465,Administração
Fernanda,MAT9690,Medicina
Rafael,MAT9963,Medicina
Ana,MAT5858,Administração
João,MAT8863,Economia
Pedro,MAT4735,Ciências da Computação
Maria,MAT4779,Economia
Fernanda,MAT7853,Engenharia
Julia,MAT7829,Economia
Rafael,MAT6943,Ciências da Computação
Maria,MAT1778,Economia
Pedro,MAT4775,Engenharia
Rafael,MAT4416,Engenharia
Lucia,MAT5523,Economia
Fernanda,MAT3784,Medicina
Carlos,MAT1660,Medicina
Gabriel,MAT6938,Administração
Maria,MAT7313,Medicina
Gabriel,MAT4901,Medicina
Carlos,MAT1061,Administração
Lucia,MAT1619,Medicina
João,MAT7816,Engenharia
Rafael,MAT2723,Engenharia
Fernanda,MAT9645,Administração
Lucia,MAT5882,Engenharia
Carlos,MAT7176,Ciências da Computação
Gabriel,MAT2207,Medicina
Rafael,MAT4198,Economia
Ana,MAT5063,Ciências da Computação
Pedro,MAT2195,Engenharia
João,MAT6240,Administração
Ana,MAT8669,Engenharia
Gabriel,MAT4805,Medicina
João,MAT7378,Economia
Carlos,MAT3859,Ciências da Computação
Rafael,MAT7172,Ciências da Computação
Julia,MAT5666,Engenharia
Pedro,MAT7201,Administração
Fernanda,MAT8728,Engenharia
Rafael,MAT9173,Engenharia
Pedro,MAT8254,Medicina
Fernanda,MAT1330,Ciências da Computação
Ana,MAT1374,Engenharia
Fernanda,MAT2076,Economia
Fernanda,MAT7232,Medicina
Lucia,MAT9500,Ciências da Computação
Rafael,MAT5885,Administração
Fernanda,MAT9231,Engenharia
Rafael,MAT8509,Ciências da Computação
Julia,MAT4976,Medicina
